original english sentences,deepl sentences,google sentences
 never before in the history of the world had such a mass of human beings moved and suffered together, jamais dans l'histoire du monde une telle masse d'êtres humains n'avait bougé et souffert ensemble,jamais auparavant dans l’histoire du monde une telle masse d’êtres humains n’avait bougé et souffert ensemble
" the legendary hosts of goths and huns, the hugest armies asia has ever seen, would have been but a drop in that current"," les légendaires hôtes des goths et des huns, les plus grandes armées que l'asie ait jamais connues, n'auraient été qu'une goutte d'eau dans ce courant.","les armées légendaires de Goths et de Huns, les plus grandes armées que l'Asie ait jamais connues, n'auraient été qu'une goutte d'eau dans ce courant."
" and this was no disciplined march; it was a stampedeâ€”a stampede gigantic and terribleâ€”without order and without a goal, six million people unarmed and unprovisioned, driving headlong"," et ce n'était pas une marche disciplinée, c'était une ruée - une ruée gigantesque et terrible - sans ordre et sans but, six millions de personnes sans armes et sans provisions, fonçant tête baissée...","et ce n’était pas une marche disciplinée ; c'était une bousculade – une bousculade gigantesque et terrible – sans ordre et sans but, six millions de personnes sans armes et sans provisions, fonçant tête baissée."
" it was the beginning of the rout of civilisation, of the massacre of mankind"," c'est le début de la déroute de la civilisation, du massacre de l'humanité","ce fut le début de la déroute de la civilisation, du massacre de l'humanité"
"  directly below him the balloonist would have seen the network of streets far and wide, houses, churches, squares, crescents, gardensâ€”already derelictâ€”spread out like a huge map, and in the southward _blotted_","  directement sous lui, l'aérostier aurait vu le réseau des rues, des maisons, des églises, des places, des croissants, des jardins - déjà à l'abandon - s'étendre comme une immense carte, et, vers le sud, _blotted_.","Juste au-dessous de lui, l'aérostier aurait vu le réseau de rues au loin, les maisons, les églises, les places, les croissants, les jardins – déjà abandonnés – s'étalant comme une immense carte, et dans le sud"
" over ealing, richmond, wimbledon, it would have seemed as if some monstrous pen had flung ink upon the chart"," au-dessus de ealing, richmond, wimbledon, on aurait dit qu'une plume monstrueuse avait jeté de l'encre sur la carte.","à Ealing, Richmond, Wimbledon, il aurait semblé qu'une plume monstrueuse avait jeté de l'encre sur la carte."
" steadily, incessantly, each black splash grew and spread, shooting out ramifications this way and that, now banking itself against rising ground, now pouring swiftly over a crest into a new-found valley, exactly as a gout of ink would spread itself upon blotting paper"," Sans cesse, chaque éclaboussure noire grandissait et s'étendait, lançant des ramifications dans tous les sens, s'appuyant tantôt sur un terrain en pente, tantôt se déversant rapidement sur une crête dans une vallée nouvellement découverte, exactement comme une goutte d'encre s'étalerait sur du papier buvard","régulièrement, sans cesse, chaque éclaboussure noire grandissait et s'étendait, projetant des ramifications de ci et de là, tantôt s'inclinant contre un terrain ascendant, tantôt se déversant rapidement par-dessus une crête dans une vallée nouvellement découverte, exactement comme une goutte d'encre se répandrait en buvant. papier"
"  and beyond, over the blue hills that rise southward of the river, the glittering martians went to and fro, calmly and methodically spreading their poison cloud over this patch of country and then over that, laying it again with their steam jets when it had served its purpose, and taking possession of the conquered country","  et au-delà, sur les collines bleues qui s'élèvent au sud de la rivière, les martiens étincelants allaient et venaient, répandant calmement et méthodiquement leur nuage empoisonné sur tel ou tel coin de pays, le déposant à nouveau avec leurs jets de vapeur lorsqu'il avait atteint son but, et prenant possession du pays conquis","et au-delà, sur les collines bleues qui s'élèvent au sud de la rivière, les martiens scintillants allaient et venaient, répandant calmement et méthodiquement leur nuage de poison sur tel coin de pays puis sur tel autre, le recouvrant de leurs jets de vapeur quand il avait servi. son but, et prendre possession du pays conquis"
 they do not seem to have aimed at extermination so much as at complete demoralisation and the destruction of any opposition," ils ne semblent pas avoir visé l'extermination, mais plutôt la démoralisation complète et la destruction de toute opposition",ils ne semblent pas avoir visé tant l'extermination que la démoralisation complète et la destruction de toute opposition.
" they exploded any stores of powder they came upon, cut every telegraph, and wrecked the railways here and there"," ils ont fait exploser toutes les réserves de poudre qu'ils ont rencontrées, coupé tous les télégraphes et détruit les voies ferrées ici et là","ils ont fait exploser toutes les réserves de poudre sur lesquelles ils sont tombés, ont coupé tous les télégraphes et ont détruit les voies ferrées ici et là."
 they were hamstringing mankind, ils entravaient l'humanité,ils paralysaient l'humanité
" they seemed in no hurry to extend the field of their operations, and did not come beyond the central part of london all that day", ils ne semblaient pas pressés d'étendre le champ de leurs opérations et n'ont pas dépassé le centre de londres de toute la journée,ils ne semblaient pas pressés d'étendre le champ de leurs opérations et ne dépassèrent pas le centre de Londres de toute la journée.
 it is possible that a very considerable number of people in london stuck to their houses through monday morning, il est possible qu'un nombre tres important d'habitants de londres soient restes chez eux jusqu'a lundi matin,il est possible qu'un nombre très considérable de personnes à Londres soient restées chez elles jusqu'à lundi matin
 certain it is that many died at home suffocated by the black smoke," Il est certain que beaucoup sont morts chez eux, asphyxiés par la fumée noire.",il est certain que beaucoup sont morts chez eux étouffés par la fumée noire
  until about midday the pool of london was an astonishing scene,"  jusqu'a midi environ, la piscine de londres a ete un lieu d'etonnement","jusqu'à midi environ, la piscine de Londres était une scène étonnante"
" steamboats and shipping of all sorts lay there, tempted by the enormous sums of money offered by fugitives, and it is said that many who swam out to these vessels were thrust off with boathooks and drowned"," Des bateaux à vapeur et des navires de toutes sortes s'y trouvaient, tentés par les énormes sommes d'argent offertes par les fugitifs, et l'on dit que beaucoup de ceux qui ont nagé jusqu'à ces navires ont été poussés à l'aide de crocs à bateaux et se sont noyés","des bateaux à vapeur et des navires de toutes sortes y reposaient, tentés par les énormes sommes d'argent offertes par les fugitifs, et on raconte que beaucoup de ceux qui ont nagé jusqu'à ces navires ont été repoussés avec des gaffes et se sont noyés."
 about one o'clock in the afternoon the thinning remnant of a cloud of the black vapour appeared between the arches of blackfriars bridge," vers une heure de l'apres-midi, les restes de plus en plus fins d'un nuage de vapeur noire apparurent entre les arches du pont de blackfriars","vers une heure de l'après-midi, le reste d'un nuage de vapeur noire est apparu entre les arches du pont de Blackfriars."
" at that the pool became a scene of mad confusion, fighting, and collision, and for some time a multitude of boats and barges jammed in the northern arch of the tower bridge, and the sailors and lightermen had to fight savagely against the people who swarmed upon them from the riverfront"," Pendant un certain temps, une multitude de bateaux et de péniches se sont coincés dans l'arche nord du pont de la tour, et les marins et les allumeurs ont dû se battre sauvagement contre les gens qui déferlaient sur eux depuis le bord de la rivière.","à ce moment-là, la piscine devint une scène de confusion folle, de combats et de collisions, et pendant quelque temps une multitude de bateaux et de barges se coincèrent dans l'arche nord du Tower Bridge, et les marins et les briquets durent lutter sauvagement contre les gens qui envahissaient. sur eux depuis le bord de la rivière"
